Temperature(°C),Dew point temperature(°C),Wind speed (m/s),Humidity(%),Visibility (10m),Hour,Rented Bike Count
-8.2,-19.7,1.8,39,2000,1,142
-8.6,-20.7,1.5,37,2000,2,93
-9.1,-21.1,1.0,37,2000,3,81
-9.1,-22.4,2.3,33,2000,4,55
-9.4,-21.7,1.9,36,2000,5,66
-9.8,-21.7,1.7,37,2000,6,105
-10.1,-21.7,2.3,38,2000,7,262
-10.2,-22.7,1.8,35,2000,8,502
-9.8,-23.0,2.0,33,1997,9,279
-8.5,-23.4,2.4,29,1992,10,146
-6.8,-22.3,2.1,28,1986,11,213
-5.5,-24.4,2.1,21,1941,12,230
-4.7,-25.4,3.7,18,2000,13,258
-4.0,-24.8,2.4,18,2000,14,231
-3.1,-25.4,2.2,16,2000,15,228
-3.2,-21.4,2.7,23,2000,16,269
-4.2,-20.8,2.2,26,2000,17,314
-5.2,-19.3,2.2,32,2000,18,466
-5.5,-19.9,2.1,31,2000,19,315
-5.9,-19.2,0.9,34,2000,20,262
-6.4,-19.7,1.2,34,2000,21,242
-6.4,-19.0,1.3,36,2000,22,243
-6.3,-18.0,0.9,39,2000,23,216
-6.5,-17.6,1.7,41,2000,0,164
-6.6,-18.2,1.4,39,2000,1,169
-6.6,-19.8,1.8,34,2000,2,163
-6.0,-20.0,2.5,32,2000,3,86
-5.8,-19.8,1.6,32,2000,4,50
-5.7,-21.3,1.2,28,2000,5,61
-5.5,-22.9,0.5,24,2000,6,103
-5.0,-19.5,0.5,31,2000,7,257
-4.7,-19.6,0.6,30,2000,8,554
-4.3,-16.5,0.7,38,1877,9,326
-3.4,-17.4,1.3,33,1863,10,225
-2.1,-15.8,1.0,34,1868,11,288
-0.8,-13.3,1.0,38,1686,12,286
0.8,-9.5,1.4,46,1598,13,301
0.8,-7.2,1.8,55,1132,14,311
0.4,-7.1,2.4,57,1179,15,303
0.3,-7.2,2.3,57,1204,16,390
0.2,-7.1,2.0,58,1159,17,407
-0.6,-6.9,1.6,62,1129,18,552
-0.4,-6.8,0.9,62,1103,19,402
-0.3,-6.7,1.3,62,1040,20,319
-0.2,-6.6,0.6,62,986,21,332
0.0,-6.2,1.3,63,968,22,285
0.1,-6.1,1.1,63,1003,23,260
0.2,-6.0,0.7,63,925,0,233
0.3,-5.9,0.7,63,760,1,269
0.5,-5.7,1.0,63,691,2,210
0.6,-5.4,0.4,64,731,3,135
0.6,-5.2,0.4,65,712,4,85
0.7,-4.9,0.7,66,687,5,67
0.8,-4.4,0.6,68,673,6,128
0.9,-4.5,0.6,67,658,7,289
1.0,-4.2,0.6,68,624,8,636
1.2,-4.2,0.2,67,591,9,353
1.9,-3.9,0.3,65,562,10,252
3.1,-3.4,1.1,62,517,11,317
4.3,-2.3,1.6,62,472,12,363
5.2,-2.4,2.5,58,435,13,370
5.7,-2.9,3.5,54,418,14,419
5.7,-3.1,2.7,53,408,15,426
5.4,-2.6,2.2,56,396,16,504
4.5,-2.8,1.6,59,384,17,534
3.6,-3.0,1.4,62,389,18,574
2.7,-2.6,1.2,68,348,19,395
1.7,-2.6,0.5,73,332,20,292
1.0,-2.5,1.5,77,297,21,282
0.8,-2.7,1.4,77,293,22,294
0.3,-2.7,0.8,80,264,23,236
-0.4,-2.9,1.2,83,247,0,240
-0.5,-3.0,0.7,83,244,1,234
-0.9,-3.2,0.6,84,230,2,192
-1.1,-3.6,0.8,83,237,3,127
-1.1,-3.6,0.7,83,242,4,86
-1.2,-4.0,0.8,81,258,5,52
-1.1,-3.9,1.0,81,253,6,62
-0.7,-3.8,0.7,79,259,7,88
-0.4,-3.7,0.5,78,249,8,162
0.2,-3.5,1.3,76,249,9,224
0.8,-3.4,0.5,73,248,10,208
2.0,-3.1,1.0,69,257,11,237
3.2,-2.9,0.8,64,258,12,274
4.0,-2.6,1.0,62,256,13,333
4.3,-2.7,1.2,60,272,14,356
4.3,-2.5,0.7,61,274,15,337
4.1,-2.3,0.7,63,263,16,345
3.8,-2.3,0.9,64,250,17,183
3.0,0.5,1.7,84,137,18,45
2.3,0.6,0.6,89,96,19,40
1.9,0.4,0.9,90,88,20,66
1.8,0.6,1.1,92,109,21,64
1.8,0.6,1.2,92,94,22,30
1.4,0.2,1.9,92,73,23,42
0.9,0.1,1.8,95,63,0,43
0.5,-0.2,2.1,95,79,1,43
0.4,-0.3,1.7,95,110,2,65
0.3,-1.0,2.0,91,172,3,65
-0.2,-2.1,3.5,87,246,4,32
-0.8,-3.0,2.8,85,329,5,22
-1.3,-3.6,2.4,84,425,6,25
-1.8,-3.8,1.7,86,367,7,39
-2.1,-4.1,1.4,86,354,8,84
-1.9,-4.5,1.6,82,410,9,103
-0.5,-4.7,1.7,73,609,10,110
0.8,-5.6,2.8,62,801,11,142
1.4,-8.7,4.5,47,1388,12,209
2.5,-11.0,3.7,36,1578,13,267
3.0,-13.7,3.8,28,1956,14,262
3.1,-15.0,3.9,25,2000,15,300
2.7,-14.9,2.7,26,2000,16,272
1.7,-14.0,2.9,30,2000,17,240
0.7,-14.5,2.3,31,2000,18,215
0.0,-15.1,2.2,31,2000,19,163
-1.0,-15.6,0.9,32,2000,20,161
-1.6,-15.1,1.0,35,2000,21,179
-2.1,-15.2,1.7,36,2000,22,155
-2.6,-14.3,0.6,40,2000,23,227
-3.2,-14.9,0.5,40,1358,0,206
-3.3,-14.7,0.7,41,2000,1,230
-3.7,-14.7,0.9,42,2000,2,178
-4.0,-14.4,1.0,44,2000,3,119
-4.2,-12.3,1.1,53,1994,4,62
-4.4,-12.3,0.8,54,1786,5,61
-4.5,-13.1,1.1,51,2000,6,65
-4.7,-12.1,1.1,56,2000,7,81
-5.0,-12.6,1.0,55,2000,8,89
-4.3,-16.2,0.7,39,1973,9,121
-1.6,-16.1,0.8,32,1766,10,139
0.1,-16.7,2.2,27,1874,11,169
1.5,-19.0,2.8,20,1992,12,225
2.4,-17.2,2.3,22,1921,13,248
3.7,-15.0,2.1,24,1906,14,298
3.0,-14.2,2.9,27,1715,15,344
3.0,-13.7,2.5,28,1864,16,310
1.8,-12.8,3.3,33,1913,17,271
0.8,-13.3,1.9,34,1887,18,218
-0.1,-12.4,1.3,39,1911,19,125
-0.3,-12.2,1.2,40,1936,20,206
-0.9,-11.6,1.2,44,1871,21,203
-1.3,-10.9,0.8,48,1927,22,168
-1.6,-10.4,0.7,51,1882,23,154
-1.8,-9.8,1.1,54,1772,0,148
-2.1,-9.7,0.8,56,1732,1,108
-2.3,-8.6,0.9,62,1560,2,69
-2.5,-8.7,0.4,62,1626,3,41
-2.7,-7.9,0.5,67,1302,4,31
-3.1,-8.3,0.6,67,1384,5,58
-3.2,-8.4,0.4,67,1409,6,139
-3.2,-8.0,0.5,69,1249,7,344
-3.4,-7.9,0.8,71,1179,8,655
-3.1,-8.5,0.2,66,1168,9,315
-1.4,-10.5,1.9,50,1355,10,208
-0.4,-12.3,2.3,40,1633,11,269
0.9,-15.1,1.9,29,1761,12,293
1.5,-17.4,3.6,23,1970,13,273
1.7,-18.9,4.4,20,1995,14,302
1.5,-17.9,3.0,22,1998,15,295
1.3,-17.6,2.9,23,2000,16,320
0.3,-16.5,2.6,27,2000,17,373
-0.8,-18.9,2.3,24,2000,18,675
-1.3,-17.5,2.4,28,2000,19,403
-1.9,-18.9,2.2,26,2000,20,364
-2.6,-18.6,2.0,28,2000,21,304
-3.4,-17.4,2.4,33,2000,22,273
-3.8,-17.0,2.3,35,2000,23,186
-4.3,-16.5,1.4,38,2000,0,160
-5.0,-15.9,1.2,42,1993,1,130
-5.5,-16.1,2.0,43,2000,2,110
-6.1,-16.1,1.3,45,1999,3,67
-6.1,-16.1,2.3,45,2000,4,43
-6.4,-15.8,2.4,47,1981,5,67
-6.7,-15.9,2.4,48,1991,6,137
-6.9,-16.0,2.4,48,1974,7,308
-7.0,-15.9,1.5,49,1971,8,670
-6.8,-17.0,1.7,44,1858,9,342
-5.6,-17.6,2.9,38,1752,10,213
-4.5,-17.3,3.2,36,1736,11,267
-3.4,-17.7,3.1,32,1706,12,297
-2.2,-17.0,2.3,31,1910,13,279
-1.5,-16.8,2.8,30,1903,14,270
-1.1,-16.9,2.8,29,1976,15,286
-0.4,-15.9,2.0,30,2000,16,299
-1.9,-15.3,1.8,35,2000,17,382
-3.1,-15.1,2.1,39,2000,18,637
-3.7,-15.0,2.0,41,2000,19,431
-3.9,-14.3,2.5,44,2000,20,294
-4.3,-13.9,2.8,47,1997,21,335
-5.2,-13.3,1.3,53,1969,22,291
-5.9,-13.7,0.8,54,1968,23,197
-6.3,-14.1,1.4,54,1990,0,159
-6.9,-14.2,2.3,56,1994,1,150
-7.3,-14.3,2.0,57,1978,2,123
-7.4,-15.1,1.7,54,1968,3,57
-7.5,-15.0,1.3,55,1984,4,38
-7.6,-16.4,1.3,49,2000,5,66
-7.6,-16.9,2.3,47,2000,6,120
-8.1,-16.4,0.5,51,1987,7,302
-8.6,-16.0,0.6,55,1984,8,646
-7.9,-17.0,1.2,48,1926,9,340
-6.4,-16.9,1.0,43,1872,10,197
-4.4,-16.0,0.8,40,1671,11,264
-2.9,-16.9,0.9,33,1813,12,290
-2.0,-16.5,1.0,32,1864,13,284
-0.8,-15.4,1.4,32,1846,14,262
-1.2,-16.2,0.8,31,1732,15,281
-1.4,-15.2,1.8,34,1719,16,309
-2.1,-14.8,1.4,37,1591,17,397
-2.6,-14.9,1.4,38,1604,18,603
-2.7,-14.7,1.4,39,1616,19,417
-2.8,-14.8,1.7,39,1702,20,311
-3.1,-14.5,2.0,41,1742,21,310
-3.6,-13.5,1.3,46,1689,22,306
-4.0,-13.4,1.5,48,1536,23,221
-4.7,-13.0,1.8,52,1611,0,202
-5.1,-13.6,1.5,51,1550,1,170
-5.3,-13.6,1.6,52,1481,2,118
-5.5,-12.9,1.1,56,1453,3,67
-5.1,-12.7,1.7,55,1266,4,47
-5.1,-12.7,1.5,55,1452,5,75
-5.1,-12.9,1.3,54,1346,6,123
-5.3,-13.4,1.1,53,1300,7,327
-5.3,-13.8,1.0,51,1319,8,665
-4.7,-13.8,1.2,49,1550,9,354
-3.3,-12.2,1.3,50,1407,10,232
-0.7,-11.1,1.5,45,1429,11,308
-0.3,-10.8,2.2,45,1066,12,362
0.9,-10.2,2.0,43,1112,13,312
1.4,-10.4,2.0,41,1003,14,343
1.5,-12.6,2.8,34,1776,15,333
1.0,-13.1,2.9,34,2000,16,329
-0.6,-11.0,3.3,45,1827,17,446
-1.8,-12.4,2.2,44,1709,18,635
-2.5,-11.7,0.6,49,1436,19,443
-3.4,-12.1,1.1,51,1391,20,322
-3.5,-11.7,0.9,53,1353,21,284
-3.8,-12.0,1.3,53,1300,22,281
-3.6,-12.5,1.9,50,1284,23,189
-4.3,-12.7,1.6,52,1247,0,184
-4.8,-12.7,1.2,54,1219,1,222
-5.5,-12.9,1.4,56,1285,2,176
-5.6,-13.0,1.0,56,1367,3,103
-5.9,-12.2,1.1,61,1260,4,61
-6.1,-11.8,1.0,64,1231,5,48
-6.5,-11.6,0.7,67,1175,6,69
-6.6,-12.0,1.0,65,1320,7,105
-6.5,-12.5,1.1,62,1503,8,186
-5.8,-14.8,1.4,49,1728,9,221
-3.5,-15.4,2.0,39,1946,10,204
-1.6,-15.1,2.1,35,1812,11,245
0.0,-13.6,2.3,35,1672,12,283
0.9,-15.6,2.4,28,1895,13,356
1.8,-14.3,2.0,29,1693,14,370
2.3,-14.8,2.2,27,1877,15,373
2.7,-14.4,2.2,27,1811,16,352
1.1,-14.1,1.7,31,1989,17,354
-0.6,-13.5,1.6,37,1797,18,271
-1.2,-14.0,1.2,37,1663,19,207
-2.1,-13.6,1.1,41,1578,20,189
-2.5,-12.2,0.8,47,1495,21,214
-2.6,-12.3,1.6,47,1492,22,218
-3.2,-12.1,0.8,50,1429,23,169
-3.8,-13.2,0.7,48,1574,0,192
-3.9,-12.5,0.2,51,1535,1,162
-4.4,-12.5,0.3,53,1594,2,128
-4.8,-12.2,0.6,56,1505,3,102
-5.1,-11.6,0.7,60,1377,4,62
-5.6,-12.5,0.7,58,1350,5,40
-5.5,-13.8,0.7,52,1503,6,38
-5.6,-12.5,0.9,58,1368,7,60
-5.3,-13.4,1.1,53,1411,8,122
-3.8,-12.9,1.6,49,1371,9,143
-1.8,-13.6,1.8,40,1555,10,179
0.5,-13.2,1.4,35,1558,11,214
1.1,-13.0,0.9,34,1455,12,278
1.4,-12.7,0.8,34,1394,13,265
1.9,-13.0,0.7,32,1368,14,331
2.7,-12.7,0.9,31,1603,15,368
2.6,-12.4,1.0,32,1381,16,333
2.3,-12.3,0.2,33,1515,17,349
1.8,-12.4,1.2,34,1518,18,270
1.6,-12.2,1.0,35,1419,19,246
1.3,-11.4,0.4,38,1386,20,233
1.2,-11.2,0.6,39,1378,21,236
1.1,-11.0,0.5,40,1305,22,214
1.1,-11.3,0.6,39,1422,23,149
0.9,-10.5,1.1,42,1271,0,149
0.9,-10.5,0.2,42,1333,1,109
0.8,-10.6,0.5,42,1275,2,77
0.9,-10.2,0.4,43,1261,3,53
1.0,-10.2,0.8,43,1253,4,46
0.8,-10.6,1.0,42,1394,5,67
0.8,-9.8,0.7,45,1268,6,159
0.7,-10.1,0.8,44,1357,7,374
0.7,-9.9,0.7,45,1339,8,701
0.8,-9.2,0.9,47,1070,9,387
1.3,-9.9,0.8,43,971,10,253
1.7,-11.4,0.6,37,1062,11,278
2.7,-12.0,2.7,33,1281,12,356
3.0,-12.1,1.6,32,1518,13,303
3.4,-12.1,1.4,31,1267,14,349
3.9,-10.9,1.8,33,1293,15,318
3.5,-10.2,1.7,36,1702,16,353
2.7,-6.7,2.8,50,1957,17,385
1.5,-3.3,2.5,70,638,18,316
0.9,-0.8,1.6,88,290,19,127
1.0,-0.6,1.9,89,407,20,144
0.7,-2.8,6.7,77,692,21,146
0.1,-5.1,4.6,68,740,22,149
-0.6,-6.9,4.2,62,936,23,112
-1.2,-6.5,4.6,67,983,0,100
-1.9,-6.8,5.0,69,791,1,107
-2.9,-8.3,3.3,66,1515,2,75
-3.4,-8.6,3.2,67,1420,3,52
-4.3,-11.1,4.4,59,1451,4,38
-5.1,-14.4,3.2,48,1821,5,52
-5.6,-13.9,3.7,52,1785,6,126
-5.9,-13.0,3.1,57,1686,7,245
-6.0,-11.7,3.2,64,1384,8,554
-6.0,-12.3,2.5,61,1547,9,320
-4.8,-12.0,3.0,57,1559,10,190
-3.9,-12.5,4.5,51,1746,11,247
-2.7,-13.0,2.4,45,1707,12,262
-2.6,-12.9,4.0,45,1663,13,265
-1.8,-12.1,3.7,45,1922,14,265
-2.4,-11.1,4.6,51,1458,15,257
-2.4,-9.9,3.3,56,1541,16,262
-2.9,-8.3,3.6,66,743,17,332
-3.8,-10.8,1.7,58,1996,18,558
-4.5,-11.7,0.6,57,2000,19,364
-4.9,-11.6,0.6,59,1992,20,302
-4.8,-11.6,0.9,59,2000,21,281
-4.2,-9.4,1.6,67,503,22,166
-4.9,-7.8,0.7,80,690,23,80
-5.2,-7.7,0.8,82,152,0,61
-5.6,-9.3,1.7,75,1982,1,78
-5.7,-9.9,1.2,72,1925,2,63
-6.1,-10.6,1.1,70,2000,3,40
-6.6,-10.8,2.2,72,2000,4,31
-7.3,-10.9,1.6,75,2000,5,39
-7.7,-11.5,1.1,74,2000,6,84
-8.0,-12.5,1.8,70,2000,7,158
-7.9,-12.9,2.6,67,1896,8,387
-7.7,-13.7,3.6,62,1637,9,225
-6.9,-14.8,3.2,53,1576,10,150
-6.4,-15.3,4.5,49,1759,11,168
-5.6,-15.9,4.5,44,1830,12,217
-5.1,-15.7,4.7,43,1901,13,207
-5.3,-17.7,5.3,37,2000,14,177
-5.3,-19.0,4.8,33,2000,15,193
-5.4,-20.2,3.9,30,2000,16,196
-6.5,-19.8,4.0,34,2000,17,266
-7.8,-21.6,4.5,32,2000,18,437
-8.5,-21.2,2.9,35,2000,19,259
-8.9,-19.7,2.3,41,2000,20,207
-9.4,-18.6,2.0,47,2000,21,214
-9.7,-17.9,2.8,51,2000,22,165
-10.2,-17.9,3.3,53,1997,23,139
-10.3,-17.8,2.4,54,1988,0,98
-10.6,-17.9,2.9,55,1987,1,100
-10.9,-17.7,2.7,57,1900,2,89
-11.2,-17.6,2.9,59,1872,3,38
-11.5,-18.3,2.3,57,1899,4,33
-11.9,-17.9,1.8,61,1759,5,42
-12.0,-18.0,2.3,61,1709,6,82
-12.3,-18.6,2.3,59,1738,7,203
-12.6,-18.5,1.6,61,1610,8,443
-12.0,-19.6,2.6,53,1781,9,227
-11.1,-20.4,3.7,46,1638,10,152
-10.2,-20.9,3.5,41,1629,11,146
-8.6,-19.8,2.6,40,1700,12,187
-8.6,-19.5,3.4,41,1593,13,178
-7.4,-19.3,3.3,38,1718,14,187
-8.3,-18.9,3.8,42,1745,15,181
-8.2,-19.7,2.8,39,1807,16,179
-9.3,-19.6,2.8,43,1900,17,219
-10.4,-20.6,2.3,43,1985,18,352
-10.9,-20.7,3.0,44,2000,19,251
-11.6,-20.1,1.8,49,1953,20,177
-12.4,-20.4,2.2,51,1992,21,162
-12.9,-20.7,2.8,52,2000,22,172
-13.2,-21.2,1.5,51,1972,23,119
-13.6,-22.0,1.6,49,2000,0,105
-13.7,-22.6,3.0,47,2000,1,99
-13.8,-23.7,2.6,43,2000,2,83
-14.1,-23.4,1.8,45,2000,3,42
-14.3,-23.6,2.0,45,2000,4,30
-14.6,-23.9,1.1,45,2000,5,35
-14.9,-24.2,2.3,45,2000,6,92
-15.1,-24.4,0.9,45,2000,7,189
-15.1,-24.6,1.2,44,2000,8,419
-14.9,-25.5,1.2,40,1999,9,196
-13.0,-24.6,2.2,37,1960,10,119
-11.2,-25.0,2.4,31,1944,11,140
-9.6,-25.1,2.0,27,1945,12,178
-8.2,-23.1,2.0,29,1920,13,177
-7.2,-22.6,2.3,28,1990,14,173
-6.5,-22.8,2.4,26,1987,15,177
-5.8,-24.6,1.1,21,2000,16,196
-6.5,-24.7,1.5,22,2000,17,259
-7.5,-22.9,2.0,28,2000,18,405
-8.2,-22.0,1.1,32,2000,19,273
-7.9,-22.1,1.4,31,2000,20,210
-7.4,-20.9,1.4,33,2000,21,184
-6.9,-18.5,1.6,39,2000,22,186
-6.7,-19.3,1.3,36,1821,23,144
-6.6,-18.2,1.6,39,1930,0,152
-6.5,-16.4,0.5,45,1964,1,168
-6.4,-17.8,0.9,40,2000,2,145
-6.5,-17.3,0.7,42,1996,3,77
-6.4,-16.1,0.8,46,1993,4,47
-6.3,-14.8,0.8,51,2000,5,40
-6.4,-13.1,0.6,59,887,6,42
-6.5,-11.4,0.6,68,571,7,43
-6.5,-10.7,0.8,72,670,8,67
-6.3,-9.8,0.6,76,330,9,102
-5.5,-9.7,0.7,72,1354,10,106
-4.8,-9.4,1.0,70,1244,11,133
-3.7,-9.1,1.1,66,1140,12,174
-2.5,-8.7,1.4,62,1087,13,212
-1.8,-8.1,0.7,62,936,14,215
-1.5,-7.8,0.9,62,957,15,251
-1.2,-7.3,0.9,63,876,16,249
-1.4,-6.5,1.0,68,761,17,277
-2.6,-6.7,1.0,73,684,18,223
-3.3,-6.9,0.8,76,633,19,167
-3.9,-7.1,1.1,78,596,20,158
-4.1,-7.2,0.7,79,522,21,156
-4.3,-7.0,0.4,81,435,22,168
-4.4,-7.1,0.7,81,420,23,131
-4.4,-7.1,0.7,81,414,0,149
-3.7,-6.8,0.9,79,438,1,150
-3.5,-6.7,1.0,78,444,2,111
-3.6,-6.8,1.6,78,471,3,79
-4.0,-7.1,1.2,79,453,4,48
-4.2,-7.3,1.2,79,442,5,29
-4.3,-7.4,1.1,79,433,6,49
-4.4,-7.3,1.4,80,411,7,59
-3.8,-6.9,0.8,79,412,8,81
-3.4,-6.8,1.6,77,432,9,118
-2.1,-6.4,1.7,72,489,10,134
-0.5,-6.4,0.7,64,537,11,174
1.2,-6.1,0.8,58,550,12,226
3.0,-5.9,1.4,52,568,13,272
3.7,-5.0,0.6,53,592,14,304
4.6,-4.9,0.9,50,824,15,353
5.3,-4.5,1.8,49,982,16,366
4.5,-4.7,1.1,51,1244,17,302
4.1,-4.6,1.3,53,1132,18,250
3.9,-4.5,1.1,54,1102,19,208
3.5,-4.7,1.0,55,1100,20,210
3.1,-4.3,0.4,58,936,21,213
2.8,-4.2,0.6,60,829,22,196
2.7,-4.3,0.6,60,794,23,144
3.0,-4.0,0.5,60,842,0,171
3.0,-3.5,0.9,62,835,1,122
3.6,-2.3,0.9,65,959,2,74
4.4,-0.6,1.7,70,928,3,58
4.9,0.4,1.8,73,881,4,38
5.0,1.1,1.9,76,808,5,55
4.9,2.2,3.0,83,582,6,82
4.4,2.4,1.0,87,357,7,209
4.1,1.7,1.1,85,470,8,444
3.9,1.7,1.7,86,399,9,303
4.2,1.3,2.2,82,560,10,212
4.7,0.6,2.3,75,533,11,254
6.2,-0.1,1.9,64,549,12,311
6.1,-0.8,2.3,61,534,13,309
7.1,-2.1,2.1,52,646,14,306
7.4,-6.0,1.7,38,817,15,349
7.5,-6.2,0.9,37,813,16,365
6.5,-6.1,0.8,40,804,17,455
5.2,-6.0,1.3,44,647,18,555
4.4,-4.3,1.2,53,538,19,444
3.7,-3.8,1.3,58,474,20,321
3.4,-3.8,0.8,59,471,21,334
3.0,-3.8,1.6,61,460,22,333
2.4,-3.9,0.6,63,443,23,230
1.8,-3.6,1.2,67,387,0,212
1.2,-4.8,0.7,64,455,1,207
0.5,-3.9,0.7,72,385,2,141
0.3,-4.5,0.6,70,438,3,81
0.8,-5.0,0.7,65,502,4,51
1.1,-4.9,0.5,64,505,5,58
1.2,-3.8,0.6,69,436,6,140
1.1,-3.9,0.6,69,418,7,318
1.2,-4.0,0.6,68,411,8,650
1.9,-3.9,0.8,65,402,9,376
2.7,-4.3,0.5,60,392,10,221
3.9,-3.8,0.8,57,363,11,256
5.2,-3.8,1.2,52,349,12,276
5.8,-4.6,0.8,47,382,13,296
6.5,-5.2,0.8,43,468,14,276
6.3,-6.3,0.3,40,498,15,250
5.8,-3.8,0.9,50,547,16,277
5.2,-2.4,0.8,58,462,17,381
4.9,-2.4,1.4,59,427,18,592
4.6,-3.2,1.0,57,432,19,409
4.5,-3.0,0.8,58,383,20,332
4.3,-3.7,0.7,56,434,21,342
4.0,-3.7,0.3,57,430,22,321
3.9,-3.1,0.9,60,379,23,242
3.5,-3.1,0.4,62,382,0,204
3.3,-2.8,0.4,64,339,1,183
3.1,-2.8,0.8,65,310,2,140
3.0,-2.5,0.8,67,297,3,75
3.0,-2.3,0.5,68,322,4,55
2.9,-2.8,0.8,66,325,5,72
2.7,-2.0,1.1,71,270,6,115
2.5,-2.2,0.9,71,289,7,272
2.6,-2.3,0.6,70,296,8,537
3.0,-2.7,0.7,66,306,9,337
4.3,-3.2,0.5,58,401,10,212
6.0,-3.3,1.0,51,436,11,270
8.1,-1.4,1.4,51,367,12,310
8.0,-0.7,1.8,54,435,13,273
7.7,-1.0,2.6,54,313,14,258
8.5,-1.6,1.3,49,400,15,278
8.3,-0.4,1.2,54,330,16,314
7.2,-0.7,3.3,57,342,17,380
5.2,-1.5,2.9,62,503,18,501
4.2,-1.1,2.4,68,446,19,360
3.5,-1.0,1.7,72,361,20,286
3.1,-1.0,1.1,74,333,21,320
2.8,-1.3,0.5,74,309,22,313
2.7,-1.4,0.8,74,291,23,227
2.7,-1.6,1.0,73,290,0,215
3.2,-1.3,1.9,72,306,1,190
3.3,-1.0,1.2,73,288,2,137
3.6,-0.6,1.7,74,273,3,95
3.3,0.1,2.1,80,232,4,50
2.6,-0.1,2.0,82,229,5,68
2.2,-0.5,2.0,82,211,6,107
1.5,-0.5,1.1,86,189,7,279
1.1,-0.9,1.2,86,197,8,537
1.2,-1.2,2.1,84,210,9,305
1.4,-1.5,2.1,81,255,10,188
1.8,-2.1,1.8,75,301,11,261
2.5,-2.0,2.4,72,256,12,267
3.5,-4.9,3.2,54,463,13,307
4.4,-7.4,2.3,42,719,14,301
4.2,-9.5,2.3,36,957,15,269
3.6,-8.1,2.4,42,883,16,328
2.8,-7.6,2.1,46,858,17,416
2.0,-10.5,2.1,39,1259,18,506
1.5,-10.3,1.0,41,1210,19,365
1.1,-9.8,1.2,44,1171,20,303
0.8,-9.8,1.5,45,1184,21,339
0.7,-9.9,2.0,45,1084,22,318
0.6,-9.4,2.3,47,1046,23,232
0.3,-10.2,1.8,45,1154,0,211
0.0,-11.1,1.7,43,1250,1,207
-0.3,-11.1,1.7,44,1295,2,140
-0.6,-11.6,1.7,43,1316,3,93
-0.7,-11.1,1.4,45,1241,4,58
-1.4,-11.2,1.4,47,1301,5,61
-1.8,-11.1,1.4,49,1359,6,151
-2.0,-11.3,1.9,49,1281,7,334
-2.5,-11.5,1.0,50,1281,8,648
-2.1,-13.3,1.3,42,1519,9,387
0.0,-15.9,1.3,29,1592,10,255
2.2,-18.5,0.6,20,1794,11,283
4.3,-12.6,1.5,28,1858,12,341
4.7,-13.2,2.6,26,1370,13,341
4.7,-14.2,3.6,24,1552,14,349
5.4,-13.1,2.4,25,1686,15,381
4.9,-12.5,2.8,27,1648,16,390
4.1,-10.3,3.1,34,1810,17,468
2.9,-7.8,1.6,45,1629,18,702
2.0,-7.8,1.8,48,1519,19,471
1.2,-7.8,0.6,51,1544,20,342
0.5,-8.2,0.8,52,1595,21,331
0.0,-7.7,0.8,56,1544,22,292
-0.5,-7.5,0.9,59,1487,23,236
-0.6,-7.4,0.6,60,1433,0,228
-0.9,-6.8,0.4,64,1273,1,258
-0.9,-6.6,0.6,65,1369,2,216
-0.9,-6.6,0.2,65,1359,3,118
-0.7,-6.4,0.6,65,1226,4,89
-0.3,-6.7,0.6,62,862,5,56
-0.1,-6.9,0.4,60,1080,6,50
0.2,-6.6,0.3,60,1145,7,101
0.3,-5.9,0.4,63,1140,8,191
0.9,-5.3,0.9,63,1090,9,234
2.1,-4.8,1.2,60,1005,10,259
3.7,-3.5,1.8,59,978,11,285
5.3,-3.0,2.6,55,904,12,325
6.3,-2.0,3.0,55,792,13,356
5.9,-1.0,3.2,61,623,14,334
6.3,-2.0,3.0,55,355,15,406
6.6,-5.4,3.0,42,355,16,352
5.7,-3.1,1.8,53,276,17,377
4.6,-3.6,3.2,55,232,18,283
3.5,-2.2,1.7,66,187,19,223
2.9,-2.8,1.2,66,173,20,219
2.1,-7.7,2.8,48,346,21,220
1.5,-8.3,2.4,48,422,22,232
0.8,-7.7,1.7,53,382,23,164
-0.3,-7.1,1.9,60,340,0,196
-0.8,-8.0,0.4,58,400,1,177
-1.5,-7.6,1.0,63,380,2,107
-2.0,-8.7,0.5,60,474,3,107
-2.3,-12.1,0.7,47,984,4,73
-2.6,-11.8,1.1,49,1065,5,32
-3.1,-11.1,1.4,54,1037,6,36
-3.2,-11.2,1.2,54,1113,7,61
-3.6,-11.8,0.5,53,1227,8,115
-3.2,-13.2,0.8,46,1091,9,152
-1.3,-14.1,0.8,37,1070,10,189
1.9,-16.1,1.0,25,1493,11,216
3.9,-12.1,1.6,30,1085,12,271
4.9,-15.0,2.0,22,1446,13,343
5.4,-17.0,1.2,18,1923,14,340
5.4,-15.8,2.2,20,1890,15,389
4.7,-18.3,2.1,17,2000,16,396
3.8,-17.1,1.3,20,2000,17,383
2.5,-16.0,2.0,24,2000,18,295
1.3,-16.6,1.3,25,2000,19,223
0.3,-16.5,0.4,27,2000,20,258
-0.1,-16.0,0.5,29,2000,21,237
-0.3,-15.0,0.7,32,2000,22,207
-0.4,-15.1,0.6,32,2000,23,170
-0.2,-15.7,0.4,30,2000,0,171
-0.2,-14.9,0.7,32,2000,1,97
-0.2,-14.5,1.4,33,2000,2,73
-0.3,-15.4,0.3,31,2000,3,53
0.0,-14.7,0.4,32,2000,4,31
