Item_Identifier,Item_Fat_Content,Item_Type,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Weight,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Item_Outlet_Sales
922,3,15,7,1,1,3,8.05,0.07838564,256.4646,2004,5153.292
920,3,6,2,2,1,3,9.195,0.078502143,108.7596,2007,2588.6304
924,3,11,3,2,2,0,20.7,0.047684831,212.5876,2009,1286.3256
675,3,15,2,2,1,3,15.7,0.123159656,110.1544,2007,1230.3984
674,3,15,9,2,2,1,12.6,0.0,60.2194,1985,1733.7432
1224,4,8,0,1,0,2,12.6,0.053392944,193.8162,1985,384.8324
191,4,13,4,2,1,3,16.5,0.036715907,180.0318,2002,3969.4996
947,4,14,7,1,1,3,9.0,0.065236932,176.437,2004,6501.8699
85,3,6,8,0,2,3,6.785,0.041947547,41.2112,1987,809.6128
1548,4,10,3,2,2,0,19.5,0.082888496,178.6002,2009,1253.7014
944,4,11,6,1,0,3,7.575,0.055390121,195.2768,1997,5715.2272
670,3,15,8,0,2,3,18.2,0.012194556,57.7904,1987,1464.76
669,4,11,8,0,2,3,16.75,0.060495243,169.8106,1987,3251.1014
941,3,12,7,1,1,3,7.47,0.0,214.3218,2004,4274.436
1555,3,15,9,2,2,1,12.6,0.014753811,231.7958,1985,5375.0034
1499,4,15,9,2,2,1,12.6,0.160707489,38.019,1985,1318.284
82,3,6,3,2,2,0,13.85,0.085622362,119.4124,2009,2251.7356
1247,3,12,2,2,1,3,6.635,0.046350909,37.4506,2007,1176.4686
1518,3,15,6,1,0,3,6.11,0.102920886,130.4968,1997,3523.4136
1255,4,14,7,1,1,3,15.25,0.026604781,86.2198,2004,610.5386
1245,4,10,7,1,1,3,15.85,0.0,96.4094,2004,1237.7222
1060,4,14,1,2,2,2,15.2,0.031860325,235.1248,1998,474.0496
990,3,14,9,2,2,1,12.6,0.0,52.6666,1985,717.7324
1546,2,7,6,1,0,3,20.75,0.021250002,150.5024,1997,2580.6408
118,4,12,6,1,0,3,10.195,0.159936948,143.2154,1997,2552.6772
90,4,15,4,2,1,3,7.605,0.129503146,164.021,2002,3914.904
1241,3,15,6,1,0,3,18.0,0.142688846,88.5514,1997,796.9626
1322,4,11,0,1,0,2,12.6,0.179484411,228.9352,1985,916.1408
663,4,13,4,2,1,3,18.35,0.089163056,191.3504,2002,3259.7568
1196,4,15,5,2,0,3,6.59,0.105761491,84.8908,1999,1677.816
954,1,14,5,2,0,3,13.8,0.056960814,230.0984,1999,3707.1744
662,3,2,6,1,0,3,21.2,0.00704098,173.5738,1997,2954.1546
661,3,14,3,2,2,0,10.5,0.011026594,166.4842,2009,2652.5472
1252,4,13,4,2,1,3,8.97,0.093203257,52.7956,2002,1037.3164
81,4,3,9,2,2,1,12.6,0.026916794,50.9666,1985,717.7324
1039,4,8,4,2,1,3,10.6,0.035264298,86.1224,2002,426.112
1038,4,5,7,1,1,3,13.65,0.015908424,231.1668,2004,6501.8699
1036,4,8,6,1,0,3,19.0,0.017719277,211.0244,1997,3811.0392
188,3,14,9,2,2,1,12.6,0.035334201,115.3518,1985,2277.036
1498,4,9,0,1,0,2,12.6,0.065652494,48.9034,1985,48.6034
1497,4,14,5,2,0,3,6.865,0.056919038,212.8218,1999,5770.4886
719,3,9,6,1,0,3,10.8,0.048143292,40.2138,1997,690.4346
1238,4,11,8,0,2,3,16.7,0.022047313,110.2886,1987,1890.2062
1496,4,4,9,2,2,1,12.6,0.090427268,126.2336,1985,3195.84
1029,4,9,6,1,0,3,15.15,0.027779254,150.1708,1997,1504.708
716,4,13,1,2,2,2,10.5,0.0,238.3248,1998,711.0744
1028,4,11,3,2,2,0,17.6,0.008033611,174.2422,2009,4311.055
1401,4,6,6,1,0,3,19.35,0.033088472,175.4738,1997,521.3214
185,4,13,6,1,0,3,15.7,0.160663021,59.4562,1997,829.5868
184,2,11,2,2,1,3,18.1,0.178975721,155.5288,2007,1571.288
713,3,2,7,1,1,3,10.195,0.017627888,239.6538,2004,2403.538
1027,0,5,0,1,0,2,12.6,0.0194158,41.6454,1985,83.8908
711,4,15,4,2,1,3,6.655,0.016993225,211.0586,2002,844.2344
182,4,13,2,2,1,3,19.0,0.027139013,127.3336,2007,2940.1728
1508,4,12,1,2,2,2,7.075,0.03777249,98.0068,1998,291.6204
1512,4,12,4,2,1,3,13.15,0.036746479,181.2976,2002,3259.7568
198,3,15,5,2,0,3,20.1,0.022460102,226.8036,1999,3415.554
707,3,11,3,2,2,0,20.35,0.0,256.7672,2009,5624.6784
387,4,8,5,2,0,3,18.85,0.05213575,190.1846,1999,6501.8699
1521,3,15,5,2,0,3,16.35,0.062508438,227.1062,1999,5642.655
1178,4,6,3,2,2,0,11.3,0.007309544,196.2426,2009,4943.565
720,4,15,3,2,2,0,17.5,0.015623754,182.6266,2009,3135.2522
1241,3,15,4,2,1,3,18.0,0.142978223,87.4514,2002,796.9626
706,4,11,4,2,1,3,7.935,0.017191055,51.535,2002,848.895
1058,4,9,0,1,0,2,12.6,0.143592939,37.3164,1985,38.6164
199,3,10,6,1,0,3,20.25,0.011995271,184.5924,1997,4997.4948
200,3,14,5,2,0,3,15.5,0.15717236,149.1418,1999,588.5672
1057,4,11,0,1,0,2,12.6,0.061393095,91.812,1985,372.848
1055,3,6,0,1,0,2,12.6,0.195979015,155.7314,1985,155.1314
215,4,7,8,0,2,3,15.35,0.020310046,218.0508,1987,3038.7112
1227,4,8,6,1,0,3,10.1,0.054630834,200.2084,1997,1587.2672
1139,3,12,4,2,1,3,16.7,0.052517969,115.4176,2002,687.1056
924,3,11,5,2,0,3,20.7,0.047565208,213.4876,1999,1929.4884
471,2,2,8,0,2,3,16.0,0.060797393,223.8404,1987,3600.6464
75,4,2,6,1,0,3,14.0,0.041291169,180.7634,1997,2181.1608
701,4,15,6,1,0,3,12.85,0.022604051,181.4318,1997,3428.2042
686,3,5,4,2,1,3,20.85,0.056580228,105.6648,2002,623.1888
1225,4,13,5,2,0,3,12.35,0.164196823,120.5124,1999,2133.2232
1051,4,12,3,2,2,0,6.85,0.022976497,261.6594,2009,3401.5722
212,4,15,7,1,1,3,10.3,0.027310252,101.0042,2004,1289.6546
211,3,14,0,1,0,2,12.6,0.141975462,49.6008,1985,50.6008
210,4,11,8,0,2,3,8.775,0.0,45.9428,1987,790.9704
217,4,8,2,2,1,3,18.85,0.01619866,129.2626,2007,3147.9024
1530,4,13,9,2,2,1,12.6,0.014205168,56.7614,1985,2486.763
1047,4,9,7,1,1,3,14.85,0.09344495,141.0812,2004,1139.8496
1045,3,12,6,1,0,3,20.5,0.019199733,84.3592,1997,1816.3024
207,3,10,3,2,2,0,7.84,0.154120252,51.935,2009,199.74
1170,4,12,4,2,1,3,18.25,0.089004389,196.7452,2002,978.726
1176,3,14,8,0,2,3,10.3,0.011117041,85.854,1987,2683.174
693,2,13,7,1,1,3,12.5,0.103422709,169.9448,2004,2897.5616
599,4,11,9,2,2,1,12.6,0.089035961,260.5594,1985,6501.8699
1226,3,10,6,1,0,3,20.25,0.102723919,93.212,1997,1957.452
1383,3,7,9,2,2,1,12.6,0.024733134,40.2822,1985,1296.3126
180,4,8,8,0,2,3,15.0,0.044871033,140.3838,1987,2528.7084
660,4,15,8,0,2,3,8.325,0.029760052,38.7138,1987,284.2966
1529,4,10,2,2,1,3,15.85,0.078999287,38.6506,2007,759.012
1192,4,11,6,1,0,3,13.1,0.020870744,117.3782,1997,1787.673
73,4,13,2,2,1,3,6.26,0.031599715,111.3228,2007,2431.5016
1001,4,11,3,2,2,0,17.25,0.042413704,173.1764,2009,4466.1864
659,4,12,7,1,1,3,5.765,0.072284689,119.9098,2004,2048.6666
1180,4,13,8,0,2,3,13.6,0.009984847,175.437,1987,1940.807
642,4,12,2,2,1,3,10.5,0.052852621,88.783,2007,2067.309
1509,4,9,4,2,1,3,7.975,0.014660821,85.125,2002,2663.2
1526,3,12,3,2,2,0,12.65,0.076354362,192.1846,2009,1146.5076
624,4,13,4,2,1,3,12.3,0.076709639,247.846,2002,3448.844
203,4,9,4,2,1,3,5.985,0.005677876,184.8924,2002,1665.8316
72,4,15,9,2,2,1,12.6,0.0,184.7266,1985,6501.8699
1005,3,14,5,2,0,3,15.15,0.012282366,132.5284,1999,1713.7692
1177,4,10,6,1,0,3,12.35,0.026681262,56.4246,1997,810.9444
998,4,12,6,1,0,3,14.3,0.127541722,84.9224,1997,1193.1136
622,4,13,7,1,1,3,8.695,0.119513002,93.4094,2004,856.8846
962,4,6,1,2,2,2,16.35,0.054463442,163.8842,1998,165.7842
620,3,9,4,2,1,3,6.135,0.0,151.3366,2002,1057.9562
983,4,13,4,2,1,3,19.5,0.015756784,185.0608,2002,2205.1296
994,3,14,8,0,2,3,9.5,0.010907967,182.3608,1987,2940.1728
991,2,4,7,1,1,3,8.895,0.07543556,235.8616,2004,3046.7008
1170,4,12,6,1,0,3,18.25,0.0,196.8452,1997,3327.6684
1127,4,10,1,2,2,2,21.35,0.115194717,258.3278,1998,520.6556
1171,4,14,7,1,1,3,19.7,0.066922802,174.837,2004,2999.429
591,4,9,9,2,2,1,12.6,0.064636203,90.0804,1985,2113.2492
80,4,15,4,2,1,3,16.6,0.103195401,117.8466,2002,942.7728
181,4,11,0,1,0,2,12.6,0.13121032,74.0354,1985,75.2354
1174,4,15,6,1,0,3,10.895,0.035747522,133.6284,1997,1581.9408
1524,1,12,0,1,0,2,12.6,0.192650072,37.4506,1985,37.9506
613,4,8,0,1,0,2,12.6,0.098031771,151.3024,1985,151.8024
208,3,5,9,2,2,1,12.6,0.030118338,248.8092,1985,3486.1288
611,4,13,2,2,1,3,8.51,0.016201845,195.2478,2007,4262.4516
1021,4,14,1,2,2,2,14.15,0.05837308,243.9828,1998,731.0484
172,4,15,7,1,1,3,6.65,0.087652908,128.8678,2004,1398.8458
1184,3,14,5,2,0,3,15.25,0.065999008,177.966,1999,2336.958
1170,0,12,8,0,2,3,18.25,0.088750333,196.5452,1987,2348.9424
160,3,15,9,2,2,1,12.6,0.100277876,196.8768,1985,6501.8699
608,3,12,7,1,1,3,16.0,0.099252438,87.4856,2004,1054.6272
607,4,13,4,2,1,3,19.2,0.0,127.831,2002,1298.31
1020,4,13,2,2,1,3,12.15,0.0,117.815,2007,2330.3
1181,4,12,5,2,0,3,8.895,0.026384672,208.9954,1999,4584.6988
1182,4,11,1,2,2,2,10.895,0.195979015,263.4568,1998,527.3136
606,3,11,2,2,1,3,16.0,0.065431917,76.1986,2007,1869.5664
605,2,12,9,2,2,1,12.6,0.026749991,106.928,1985,2876.256
1017,4,9,3,2,2,0,9.195,0.0,43.6744,2009,407.4696
604,3,15,3,2,2,0,11.35,0.043333912,201.0742,2009,2189.8162
1432,2,8,2,2,1,3,10.0,0.089656812,144.0102,2007,1603.9122
1525,4,3,7,1,1,3,9.395,0.039954281,82.4908,2004,2013.3792
602,4,7,0,1,0,2,12.6,0.087854925,95.9752,1985,95.8752
601,4,1,1,2,2,2,20.75,0.149404057,192.8478,1998,774.9912
1146,4,6,4,2,1,3,9.8,0.0268952,128.402,2002,2403.538
600,4,12,3,2,2,0,5.695,0.065857092,258.5646,2009,4380.2982
1499,4,15,4,2,1,3,18.2,0.161817014,37.819,2002,219.714
1183,3,9,8,0,2,3,19.35,0.082197959,49.2034,1987,729.051
163,4,4,4,2,1,3,18.35,0.015335349,106.6938,2002,1393.5194
1230,4,13,4,2,1,3,6.36,0.00599072,163.6526,2002,5262.4832
1172,4,7,3,2,2,0,9.8,0.013898123,46.506,2009,372.848
625,3,9,9,2,2,1,12.6,0.078912473,99.9042,1985,3273.7386
626,4,13,9,2,2,1,12.6,0.059776237,231.7642,1985,5344.3766
1247,3,12,8,0,2,3,6.635,0.0,39.7506,1987,303.6048
184,4,11,1,2,2,2,18.1,0.195979015,156.7288,1998,314.2576
1147,4,13,1,2,2,2,8.93,0.022059594,56.0614,1998,276.307
1014,4,15,8,0,2,3,8.3,0.03532494,38.9506,1987,721.0614
628,2,13,4,2,1,3,8.895,0.124967595,112.7544,2002,3467.4864
1521,3,15,6,1,0,3,16.35,0.062411404,225.9062,1997,5416.9488
1522,4,8,3,2,2,0,8.6,0.032754431,140.5154,2009,283.6308
656,4,13,0,1,0,2,12.6,0.160178832,160.2894,1985,323.5788
1140,3,15,2,2,1,3,19.0,0.104035148,227.772,2007,5206.556
175,4,12,4,2,1,3,7.56,0.06390019,157.263,2002,2503.408
654,3,12,8,0,2,3,12.6,0.062648111,104.899,1987,1960.781
107,4,3,1,2,2,2,15.6,0.111685868,184.7924,1998,370.1848
652,4,10,1,2,2,2,8.71,0.195979015,49.5376,1998,95.8752
184,4,11,5,2,0,3,18.1,0.17824575,158.1288,1999,3299.7048
714,4,12,2,2,1,3,13.35,0.140241213,150.2392,2007,2684.5056
440,4,15,6,1,0,3,16.6,0.0,173.3738,1997,2085.2856
173,4,12,7,1,1,3,6.695,0.033935576,221.9456,2004,2210.456
1541,3,15,9,2,2,1,12.6,0.016516275,47.4034,1985,2187.153
308,4,12,6,1,0,3,16.6,0.026537206,57.2614,1997,1049.9666
597,4,3,7,1,1,3,15.35,0.015673267,145.047,2004,2719.793
1431,4,15,1,2,2,2,19.7,0.089083914,54.593,1998,56.593
1009,4,9,2,2,1,3,14.3,0.131152799,78.6328,2007,231.6984
1063,3,10,9,2,2,1,12.6,0.083109455,195.8426,1985,5734.5354
960,4,12,8,0,2,3,10.0,0.045818773,138.718,1987,1398.18
647,4,7,7,1,1,3,14.8,0.044869794,76.467,2004,1531.34
646,3,10,0,1,0,2,12.6,0.0,160.692,1985,319.584
169,3,11,5,2,0,3,8.71,0.04605781,43.8744,1999,633.8416
1519,4,12,1,2,2,2,12.15,0.030815427,252.0698,1998,1014.6792
1012,4,8,4,2,1,3,17.85,0.01806055,97.0094,2002,2094.6068
1013,3,15,5,2,0,3,9.5,0.035205866,171.3448,1999,2386.2272
1365,3,14,7,1,1,3,11.8,0.076705948,34.7558,2004,780.9834
1366,2,10,6,1,0,3,14.1,0.089677773,139.8496,1997,1693.7952
1368,4,11,0,1,0,2,12.6,0.132327406,168.4158,1985,334.2316
972,3,6,6,1,0,3,19.35,0.065520388,168.3816,1997,1342.2528
1016,4,15,2,2,1,3,19.75,0.012518707,190.6872,2007,4916.2672
166,3,10,2,2,1,3,10.3,0.050353695,78.696,2007,1757.712
1517,4,3,9,2,2,1,12.6,0.110762642,108.5912,1985,1637.868
640,4,14,9,2,2,1,12.6,0.045050674,84.925,1985,1747.725
1369,4,11,2,2,1,3,10.8,0.083016832,193.4504,2007,2876.256
1370,3,15,4,2,1,3,17.75,0.0,139.9838,2002,1966.7732
638,4,7,3,2,2,0,8.575,0.023983258,106.328,2009,958.752
1436,4,11,1,2,2,2,19.1,0.075836522,40.2138,1998,81.2276
636,3,15,5,2,0,3,20.7,0.100330684,123.4388,1999,1238.388
635,4,14,0,1,0,2,12.6,0.051778173,157.892,1985,319.584
164,3,14,7,1,1,3,6.785,0.022970468,211.0928,2004,4418.2488
112,4,4,8,0,2,3,6.57,0.066014596,259.7278,1987,2863.6058
1438,3,14,4,2,1,3,5.78,0.07429945,264.9568,2002,1845.5976
70,3,1,5,2,0,3,6.92,0.131128467,93.1804,1999,1561.9668
1134,3,11,5,2,0,3,20.25,0.014816356,194.1162,1999,3848.324
1019,4,15,4,2,1,3,13.65,0.049318315,149.005,2002,2097.27
1384,3,14,2,2,1,3,13.5,0.017960492,81.596,2007,639.168
220,4,8,3,2,2,0,16.5,0.035801238,92.612,2009,559.272
1375,3,14,4,2,1,3,16.7,0.038606365,146.5102,2002,2770.3938
1022,4,12,3,2,2,0,8.68,0.008871687,99.7384,2009,295.6152
1435,4,4,0,1,0,2,12.6,0.125793938,36.2506,1985,37.9506
1008,4,14,3,2,2,0,7.235,0.058369013,115.2834,2009,1267.0174
1383,3,7,6,1,0,3,16.75,0.0,39.3822,1997,353.5398
658,4,7,7,1,1,3,15.35,0.073269336,92.112,2004,1118.544
1015,4,15,8,0,2,3,10.8,0.049677651,245.9144,1987,4655.2736
73,4,13,5,2,0,3,6.26,0.031470832,110.2228,1999,1547.3192
279,3,6,5,2,0,3,5.63,0.024579432,105.3306,1999,1045.306
70,3,1,2,2,1,3,6.92,0.131665479,91.8804,2007,275.6412
1376,4,12,3,2,2,0,12.15,0.015523707,212.0928,2009,2735.1064
440,4,15,4,2,1,3,16.6,0.122475364,175.5738,2002,347.5476
1007,4,14,6,1,0,3,9.195,0.107891398,182.7634,1997,3817.0314
1310,4,14,7,1,1,3,19.0,0.128065918,104.3622,2004,1905.5196
640,4,14,4,2,1,3,9.395,0.045361705,83.825,2002,665.8
963,4,3,8,0,2,3,9.8,0.090390357,192.1478,1987,2324.9736
277,4,15,9,2,2,1,12.6,0.087029712,109.2228,1985,3205.1612
387,2,8,6,1,0,3,18.85,0.052054819,189.1846,1997,2101.9306
997,4,13,4,2,1,3,9.13,0.051952573,152.3024,2002,1821.6288
99,3,10,2,2,1,3,9.0,0.050786366,152.2024,2007,3643.2576
1378,4,13,7,1,1,3,17.1,0.067141355,114.586,2004,2942.836
768,3,9,8,0,2,3,6.715,0.121485195,40.2454,1987,587.2356
1538,4,13,6,1,0,3,5.82,0.080640478,167.779,1997,2886.243
993,4,15,4,2,1,3,18.7,0.037699254,110.2886,2002,2223.772
475,4,12,3,2,2,0,7.93,0.0,123.2414,2009,487.3656
996,4,13,2,2,1,3,18.75,0.034501405,211.7218,2007,5770.4886
1379,4,14,9,2,2,1,12.6,0.053795154,117.7466,1985,1414.1592
775,4,7,6,1,0,3,5.0,0.044004675,188.853,1997,5502.837
782,0,9,6,1,0,3,7.445,0.0,76.8354,1997,2181.8266
97,4,14,6,1,0,3,20.85,0.121250374,193.9452,1997,1565.9616
314,4,6,3,2,2,0,20.85,0.0,115.1808,2009,1054.6272
1382,4,12,5,2,0,3,19.2,0.100230114,112.9886,1999,1667.829
1551,4,13,6,1,0,3,17.35,0.167383061,175.6712,1997,2812.3392
1000,3,9,7,1,1,3,14.3,0.034404732,98.1726,2004,489.363
1548,4,10,4,2,1,3,19.5,0.082719632,179.3002,2002,2865.6032
1363,4,14,7,1,1,3,6.675,0.041913535,90.7462,2004,1665.8316
1361,4,13,2,2,1,3,8.18,0.0132043,143.8154,2007,2694.4926
1003,4,10,6,1,0,3,6.98,0.041105789,83.4934,1997,1555.9746
269,2,2,9,2,2,1,12.6,0.141106202,87.9172,1985,3836.3396
1198,4,14,4,2,1,3,16.85,0.036463975,90.7488,2002,543.2928
728,4,8,8,0,2,3,14.8,0.01946418,196.3794,1987,1950.794
1004,3,14,8,0,2,3,12.3,0.0,57.3562,1987,177.7686
1006,4,2,4,2,1,3,7.435,0.123086812,206.9638,2002,1035.319
1024,1,15,7,1,1,3,15.1,0.105646853,42.8796,2004,949.4308
1025,3,14,2,2,1,3,9.195,0.118149377,160.5578,2007,1283.6624
95,4,4,8,0,2,3,10.1,0.046545786,59.9878,1987,484.7024
606,3,11,8,0,2,3,16.0,0.065009745,79.5986,1987,934.7832
1541,3,15,4,2,1,3,17.7,0.016630303,48.1034,2002,534.6374
267,3,10,5,2,0,3,8.1,0.134532392,39.448,1999,878.856
1342,2,9,5,2,0,3,20.6,0.083133128,120.1756,1999,1332.9316
1026,4,13,3,2,2,0,20.35,0.039428167,127.9678,2009,3560.6984
1205,4,9,3,2,2,0,8.195,0.0,93.1462,2009,647.8234
751,4,11,4,2,1,3,17.75,0.034823127,248.675,2002,4993.5
698,4,15,7,1,1,3,7.475,0.148492521,240.6854,2004,1691.7978
1464,3,15,3,2,2,0,19.0,0.065901299,188.7214,2009,1695.7926
1462,3,15,5,2,0,3,12.6,0.041622264,124.0072,1999,4042.7376
947,4,14,9,2,2,1,12.6,0.064933297,174.837,1985,4763.799
1062,3,1,7,1,1,3,7.895,0.0945493,102.6332,2004,1640.5312
985,4,7,9,2,2,1,12.6,0.107076832,58.7904,1985,1288.9888
1503,4,15,4,2,1,3,17.1,0.128674983,112.3886,2002,2334.9606
1461,4,10,3,2,2,0,8.355,0.188322664,148.5418,2009,2207.127
1050,3,12,0,1,0,2,12.6,0.0,145.2102,1985,437.4306
273,4,14,8,0,2,3,18.5,0.052025392,118.4124,1987,2370.248
1464,3,15,9,2,2,1,12.6,0.065316099,189.9214,1985,5087.3778
724,3,10,1,2,2,2,8.975,0.01516265,101.899,1998,103.199
1346,3,15,6,1,0,3,10.1,0.053584207,224.4088,1997,4697.8848
744,3,14,8,0,2,3,9.285,0.020989132,158.6578,1987,2406.867
1460,3,11,6,1,0,3,11.6,0.144017405,238.3222,1997,5736.5328
1399,4,14,9,2,2,1,12.6,0.115978122,183.4266,1985,6501.8699
745,4,6,3,2,2,0,12.5,0.081465335,220.7798,2009,6501.8699
1493,4,14,2,2,1,3,16.0,0.041177505,142.3496,2007,3246.4408
94,4,11,3,2,2,0,14.15,0.042352822,51.6982,2009,1262.3568
1349,4,13,3,2,2,0,20.2,0.074541867,94.1462,2009,1758.3778
284,3,10,4,2,1,3,13.65,0.18454121,211.5902,2002,4672.5844
1110,4,13,2,2,1,3,17.25,0.114160573,253.1724,2007,3775.086
1457,4,7,5,2,0,3,5.655,0.175352413,147.4102,1999,2478.7734
285,3,12,7,1,1,3,20.75,0.083590755,182.2318,2004,3067.3406
1179,3,14,8,0,2,3,5.175,0.029471408,105.4622,1987,3281.7282
1054,3,15,2,2,1,3,20.0,0.028282832,46.2744,2007,1086.5856
1317,4,15,1,2,2,2,11.8,0.0,46.5402,1998,229.701
1540,3,10,4,2,1,3,16.75,0.008208342,102.8674,2002,1528.011
367,4,11,3,2,2,0,18.35,0.03334929,155.034,2009,1990.742
1056,4,15,6,1,0,3,12.8,0.076060037,95.141,1997,868.869
1059,4,13,6,1,0,3,19.75,0.014301326,103.0332,1997,1230.3984
1344,3,15,3,2,2,0,8.75,0.074931201,187.6556,2009,938.778
391,4,11,3,2,2,0,13.3,0.080131363,234.03,2009,4194.54
1353,4,13,8,0,2,3,18.85,0.167444431,194.6136,1987,1166.4816
64,3,14,5,2,0,3,9.695,0.03033748,222.9114,1999,5764.4964
1044,4,15,7,1,1,3,20.7,0.04874969,37.5506,2004,113.8518
723,4,2,9,2,2,1,12.6,0.014788594,174.408,1985,6501.8699
612,4,15,2,2,1,3,11.1,0.111298111,191.7846,2007,3057.3536
1456,3,10,8,0,2,3,8.975,0.05268526,83.3224,1987,3579.3408
1519,4,12,3,2,2,0,12.15,0.018485511,253.1698,2009,1522.0188
1455,4,13,8,0,2,3,7.67,0.184689756,35.4216,1987,450.0808
1354,3,15,8,0,2,3,13.8,0.064153845,76.9012,1987,607.2096
917,4,5,8,0,2,3,4.785,0.092516598,120.1098,1987,1325.6078
303,3,10,5,2,0,3,20.0,0.104245198,105.3622,1999,1270.3464
85,3,6,9,2,2,1,12.6,0.041779181,43.4112,1985,1107.8912
778,4,4,3,2,2,0,8.395,0.07226985,254.104,2009,3542.056
771,3,6,3,2,2,0,6.175,0.179806961,95.2752,2009,1534.0032
757,4,11,5,2,0,3,8.21,0.044995631,89.2198,1999,1308.297
1431,4,15,2,2,1,3,19.7,0.053523765,55.393,2007,1471.418
1542,4,13,3,2,2,0,19.6,0.041459372,89.6514,2009,1239.7196
1454,4,8,6,1,0,3,7.5,0.036234918,175.3028,1997,3896.2616
48,3,12,3,2,2,0,5.845,0.105445801,214.4218,2009,1496.0526
1453,2,8,8,0,2,3,11.395,0.0,151.6708,1987,3460.8284
743,3,15,3,2,2,0,7.17,0.05997133,132.1968,2009,2870.9296
783,3,11,2,2,1,3,5.75,0.075595405,114.7176,2007,1259.6936
539,3,15,1,2,2,2,15.5,0.195979015,178.2028,1998,177.1028
1030,4,14,7,1,1,3,7.76,0.059341019,99.77,2004,798.96
284,3,10,2,2,1,3,13.65,0.18520944,212.9902,2007,3185.853
1031,4,6,5,2,0,3,10.8,0.098566832,98.3042,1999,1488.063
612,4,15,5,2,0,3,11.1,0.11084417,189.2846,1999,5159.2842
299,4,14,9,2,2,1,12.6,0.0350152,182.0318,1985,5954.2494
1505,3,6,5,2,0,3,12.8,0.023567538,226.8404,1999,4500.808
1032,4,15,1,2,2,2,8.785,0.0,123.0414,1998,121.8414
1543,3,15,7,1,1,3,20.6,0.04792722,185.9556,2004,4318.3788
31,4,11,4,2,1,3,7.89,0.036207786,121.0782,2002,3456.1678
72,4,15,8,0,2,3,16.85,0.044377096,185.8266,1987,1659.8394
1386,4,13,4,2,1,3,16.35,0.034742632,127.402,2002,759.012
1025,3,14,9,2,2,1,12.6,0.116915909,159.4578,1985,4974.1918
683,3,9,4,2,1,3,17.35,0.062979148,87.983,2002,1707.777
1041,3,15,9,2,2,1,12.6,0.068604503,197.3768,1985,6501.8699
1385,4,13,9,2,2,1,12.6,0.03294861,116.8124,1985,2488.7604
45,4,13,8,0,2,3,12.6,0.007450258,186.7556,1987,2816.334
1387,4,8,5,2,0,3,5.32,0.093027718,101.4674,1999,2954.1546
1406,4,13,0,1,0,2,12.6,0.164864915,255.2698,1985,761.0094
1063,3,10,7,1,1,3,13.0,0.083498083,199.4426,2004,593.2278
1037,4,7,9,2,2,1,12.6,0.014522363,50.2324,1985,1298.31
1040,4,13,7,1,1,3,19.85,0.025963795,46.3376,2004,1150.5024
1411,4,8,2,2,1,3,17.6,0.019012262,237.159,2007,3072.667
291,4,13,7,1,1,3,14.6,0.059393919,181.7976,2004,3259.7568
351,4,10,5,2,0,3,7.55,0.027212058,152.734,1999,2756.412
50,4,10,6,1,0,3,13.8,0.013263968,106.9254,1997,2930.1858
989,3,14,1,2,2,2,17.25,0.079113947,99.2068,1998,97.2068
756,4,8,6,1,0,3,10.1,0.03020851,153.1656,1997,1544.656
758,3,6,8,0,2,3,14.3,0.049634817,212.5586,1987,3165.879
987,4,9,6,1,0,3,9.8,0.047187038,100.6016,1997,1619.2256
1452,4,13,6,1,0,3,11.3,0.066681333,194.4478,1997,387.4956
1455,4,13,4,2,1,3,7.67,0.185218446,36.3216,2002,415.4592
777,4,11,1,2,2,2,13.8,0.162462044,55.893,1998,226.372
1416,4,0,5,2,0,3,10.395,0.031273559,160.0604,1999,1267.6832
936,4,11,6,1,0,3,20.7,0.042836778,175.8028,1997,1593.9252
52,4,11,0,1,0,2,12.6,0.114127418,147.176,1985,585.904
937,3,0,3,2,2,0,17.35,0.146895866,149.605,2009,3745.125
1418,4,3,3,2,2,0,16.35,0.013420879,104.828,2009,1810.976
66,4,15,6,1,0,3,19.35,0.026181893,167.0474,1997,2358.2636
773,4,8,2,2,1,3,15.2,0.012184999,50.3034,2007,145.8102
939,4,12,3,2,2,0,14.3,0.026428924,78.2302,2009,554.6114
1148,3,11,9,2,2,1,12.6,0.045243613,146.8102,1985,3499.4448
769,3,12,6,1,0,3,20.0,0.0,127.3678,1997,1780.3492
1463,3,12,9,2,2,1,12.6,0.076790922,172.1106,1985,2566.659
240,3,14,2,2,1,3,10.1,0.045950475,38.2848,2007,1230.3984
267,3,10,9,2,2,1,12.6,0.133673087,41.548,1985,918.804
669,4,11,9,2,2,1,12.6,0.060252433,170.7106,1985,3079.9908
1404,1,12,5,2,0,3,8.18,0.082529704,56.9588,1999,744.3644
1548,4,10,6,1,0,3,19.5,0.082552214,179.8002,1997,716.4008
1087,4,14,6,1,0,3,18.7,0.089272253,254.7672,1997,5113.344
238,3,11,4,2,1,3,12.35,0.072541731,48.5692,2002,886.8456
649,3,6,8,0,2,3,16.0,0.017536671,45.5718,1987,1039.9796
778,4,4,5,2,0,3,8.395,0.072088552,253.704,1999,4554.072
917,4,5,4,2,1,3,4.785,0.092781435,119.7098,2002,1807.647
595,4,13,7,1,1,3,5.03,0.008644894,122.6756,2004,2665.8632
